Date,Month,Year,Country,Product,Revenue,MarketingSpend,NewCustomers,ChurnRate,NPS
15/04/2023,April,2023,Spain,Pro,146,21,1,4.75,63
16/04/2023,April,2023,Spain,Pro,31,4,0,5.25,65
17/04/2023,April,2023,Spain,Pro,69,10,0,4.38,64
18/04/2023,April,2023,Spain,Pro,329,48,2,5.29,65
19/04/2023,April,2023,Spain,Pro,57,8,0,5.14,69
20/04/2023,April,2023,Spain,Pro,773,112,5,4.92,69
21/04/2023,April,2023,Spain,Pro,269,39,2,5.17,64
22/04/2023,April,2023,Spain,Pro,10,1,0,4.37,68
23/04/2023,April,2023,Spain,Pro,120,17,1,5.27,63
24/04/2023,April,2023,Spain,Pro,61,9,0,5.05,61
25/04/2023,April,2023,Spain,Pro,24,3,0,4.85,63
26/04/2023,April,2023,Spain,Pro,200,29,1,4.44,69
27/04/2023,April,2023,Spain,Pro,113,16,1,4.4,63
28/04/2023,April,2023,Spain,Pro,537,78,4,4.41,68
29/04/2023,April,2023,Spain,Pro,83,12,1,4.96,62
30/04/2023,April,2023,Spain,Pro,32,6,4,4.31,63
01/04/2023,April,2023,Spain,Enterprise,376,7,0,2.1,70
02/04/2023,April,2023,Spain,Enterprise,1554,31,1,2.24,75
03/04/2023,April,2023,Spain,Enterprise,1520,30,1,1.88,77
04/04/2023,April,2023,Spain,Enterprise,1982,39,1,1.66,67
05/04/2023,April,2023,Spain,Enterprise,1301,26,1,2.41,75
06/04/2023,April,2023,Spain,Enterprise,336,7,0,1.68,77
07/04/2023,April,2023,Spain,Enterprise,1584,31,1,2.31,67
08/04/2023,April,2023,Spain,Enterprise,1941,38,1,2.48,69
09/04/2023,April,2023,Spain,Enterprise,1396,28,1,1.89,76
10/04/2023,April,2023,Spain,Enterprise,873,17,0,2.32,72
11/04/2023,April,2023,Spain,Enterprise,1217,24,1,2.31,74
12/04/2023,April,2023,Spain,Enterprise,2427,48,1,2.06,68
13/04/2023,April,2023,Spain,Enterprise,799,16,0,2.36,77
14/04/2023,April,2023,Spain,Enterprise,268,5,0,2.03,67
15/04/2023,April,2023,Spain,Enterprise,685,14,0,2.0,75
16/04/2023,April,2023,Spain,Enterprise,664,13,0,1.96,69
17/04/2023,April,2023,Spain,Enterprise,559,11,0,1.61,72
18/04/2023,April,2023,Spain,Enterprise,38,1,0,2.01,73
19/04/2023,April,2023,Spain,Enterprise,4635,92,2,2.22,77
20/04/2023,April,2023,Spain,Enterprise,2011,40,1,2.04,76
21/04/2023,April,2023,Spain,Enterprise,1205,24,1,1.72,74
22/04/2023,April,2023,Spain,Enterprise,599,12,0,2.21,69
23/04/2023,April,2023,Spain,Enterprise,3936,78,2,2.25,70
24/04/2023,April,2023,Spain,Enterprise,882,17,0,1.7,73
25/04/2023,April,2023,Spain,Enterprise,6080,120,3,2.48,75
26/04/2023,April,2023,Spain,Enterprise,6,0,0,1.94,67
27/04/2023,April,2023,Spain,Enterprise,911,18,0,1.79,72
28/04/2023,April,2023,Spain,Enterprise,428,8,0,1.69,69
29/04/2023,April,2023,Spain,Enterprise,1118,22,1,2.18,68
30/04/2023,April,2023,Spain,Enterprise,799,17,2,2.24,68
01/04/2023,April,2023,USA,Basic,29,3,0,4.01,73
02/04/2023,April,2023,USA,Basic,267,29,0,3.36,73
03/04/2023,April,2023,USA,Basic,212,23,0,3.14,75
04/04/2023,April,2023,USA,Basic,1074,115,1,3.15,69
05/04/2023,April,2023,USA,Basic,1,0,0,3.4,75
06/04/2023,April,2023,USA,Basic,116,12,0,3.64,68
07/04/2023,April,2023,USA,Basic,235,25,0,3.56,69
08/04/2023,April,2023,USA,Basic,575,62,1,3.26,75
09/04/2023,April,2023,USA,Basic,884,95,1,4.0,74
10/04/2023,April,2023,USA,Basic,74,8,0,3.76,72
11/04/2023,April,2023,USA,Basic,928,99,1,3.39,70
12/04/2023,April,2023,USA,Basic,3,0,0,3.11,78
13/04/2023,April,2023,USA,Basic,10,1,0,3.76,74
14/04/2023,April,2023,USA,Basic,547,58,1,3.54,72
15/04/2023,April,2023,USA,Basic,67,7,0,3.59,77
16/04/2023,April,2023,USA,Basic,384,41,0,3.76,72
17/04/2023,April,2023,USA,Basic,256,27,0,4.05,70
18/04/2023,April,2023,USA,Basic,230,25,0,3.76,73
19/04/2023,April,2023,USA,Basic,19,2,0,3.47,74
20/04/2023,April,2023,USA,Basic,187,20,0,3.48,75
21/04/2023,April,2023,USA,Basic,104,11,0,3.94,76
22/04/2023,April,2023,USA,Basic,108,12,0,3.19,69
23/04/2023,April,2023,USA,Basic,48,5,0,3.47,71
24/04/2023,April,2023,USA,Basic,401,43,0,3.68,77
25/04/2023,April,2023,USA,Basic,339,36,0,3.87,72
26/04/2023,April,2023,USA,Basic,118,13,0,3.67,68
27/04/2023,April,2023,USA,Basic,28,3,0,3.45,72
28/04/2023,April,2023,USA,Basic,23,2,0,3.07,68
29/04/2023,April,2023,USA,Basic,1196,128,1,3.93,71
30/04/2023,April,2023,USA,Basic,690,74,4,3.6,76
01/04/2023,April,2023,USA,Pro,965,55,2,4.58,68
02/04/2023,April,2023,USA,Pro,166,9,0,4.51,65
03/04/2023,April,2023,USA,Pro,269,15,1,4.96,63
04/04/2023,April,2023,USA,Pro,109,6,0,4.3,70
05/04/2023,April,2023,USA,Pro,413,23,1,4.8,63
06/04/2023,April,2023,USA,Pro,152,9,0,4.64,68
07/04/2023,April,2023,USA,Pro,7,0,0,4.13,70
08/04/2023,April,2023,USA,Pro,907,51,2,4.78,69
09/04/2023,April,2023,USA,Pro,37,2,0,4.21,67
10/04/2023,April,2023,USA,Pro,119,7,0,4.06,67
11/04/2023,April,2023,USA,Pro,338,19,1,4.56,63
12/04/2023,April,2023,USA,Pro,536,30,1,4.45,71
13/04/2023,April,2023,USA,Pro,68,4,0,4.69,67
14/04/2023,April,2023,USA,Pro,763,43,2,4.81,67
15/04/2023,April,2023,USA,Pro,633,36,1,4.51,72
16/04/2023,April,2023,USA,Pro,1454,82,3,4.46,69
17/04/2023,April,2023,USA,Pro,92,5,0,4.69,69
18/04/2023,April,2023,USA,Pro,709,40,2,4.32,67
19/04/2023,April,2023,USA,Pro,1230,70,3,4.43,63
20/04/2023,April,2023,USA,Pro,160,9,0,4.69,68
21/04/2023,April,2023,USA,Pro,293,17,1,4.39,65
22/04/2023,April,2023,USA,Pro,1049,59,2,4.32,71
23/04/2023,April,2023,USA,Pro,147,8,0,4.27,64
24/04/2023,April,2023,USA,Pro,131,7,0,4.31,69
25/04/2023,April,2023,USA,Pro,135,8,0,4.25,69
26/04/2023,April,2023,USA,Pro,582,33,1,4.07,72
27/04/2023,April,2023,USA,Pro,904,51,2,4.99,62
28/04/2023,April,2023,USA,Pro,935,53,2,4.66,65
29/04/2023,April,2023,USA,Pro,473,27,1,4.82,64
30/04/2023,April,2023,USA,Pro,111,8,4,4.92,72
01/04/2023,April,2023,USA,Enterprise,1250,49,1,1.72,40
02/04/2023,April,2023,USA,Enterprise,322,13,0,1.8,40
03/04/2023,April,2023,USA,Enterprise,1072,42,1,1.23,30
04/04/2023,April,2023,USA,Enterprise,1145,44,1,1.25,34
05/04/2023,April,2023,USA,Enterprise,1631,63,2,0.98,33
06/04/2023,April,2023,USA,Enterprise,327,13,0,1.39,32
07/04/2023,April,2023,USA,Enterprise,1108,43,1,1.47,38
08/04/2023,April,2023,USA,Enterprise,815,32,1,1.5,31
09/04/2023,April,2023,USA,Enterprise,7,0,0,0.98,39
10/04/2023,April,2023,USA,Enterprise,514,20,0,1.08,34
11/04/2023,April,2023,USA,Enterprise,905,35,1,0.83,39
12/04/2023,April,2023,USA,Enterprise,99,4,0,1.13,36
13/04/2023,April,2023,USA,Enterprise,1138,44,1,1.06,30
14/04/2023,April,2023,USA,Enterprise,443,17,0,0.89,39
15/04/2023,April,2023,USA,Enterprise,1063,41,1,1.74,32
16/04/2023,April,2023,USA,Enterprise,217,8,0,1.41,31
17/04/2023,April,2023,USA,Enterprise,309,12,0,1.54,38
18/04/2023,April,2023,USA,Enterprise,1939,75,2,0.9,33
19/04/2023,April,2023,USA,Enterprise,395,15,0,1.79,39
20/04/2023,April,2023,USA,Enterprise,499,19,0,1.01,36
21/04/2023,April,2023,USA,Enterprise,168,7,0,1.59,40
22/04/2023,April,2023,USA,Enterprise,220,9,0,1.77,38
23/04/2023,April,2023,USA,Enterprise,2726,106,3,1.45,35
24/04/2023,April,2023,USA,Enterprise,909,35,1,1.06,30
25/04/2023,April,2023,USA,Enterprise,180,7,0,1.58,37
26/04/2023,April,2023,USA,Enterprise,957,37,1,1.48,31
27/04/2023,April,2023,USA,Enterprise,2813,109,3,1.53,35
28/04/2023,April,2023,USA,Enterprise,3782,147,3,1.41,34
29/04/2023,April,2023,USA,Enterprise,477,19,0,1.6,39
30/04/2023,April,2023,USA,Enterprise,2837,111,5,1.7,40
01/04/2023,April,2023,Germany,Basic,11,2,0,1.49,44
02/04/2023,April,2023,Germany,Basic,26,6,0,1.53,42
03/04/2023,April,2023,Germany,Basic,552,116,3,1.69,49
04/04/2023,April,2023,Germany,Basic,23,5,0,1.16,46
05/04/2023,April,2023,Germany,Basic,160,34,1,1.41,44
06/04/2023,April,2023,Germany,Basic,62,13,0,1.93,45
07/04/2023,April,2023,Germany,Basic,388,82,2,1.17,43
08/04/2023,April,2023,Germany,Basic,466,98,3,1.85,51
09/04/2023,April,2023,Germany,Basic,251,53,2,1.89,51
10/04/2023,April,2023,Germany,Basic,65,14,0,1.12,46
11/04/2023,April,2023,Germany,Basic,103,22,1,1.78,44
12/04/2023,April,2023,Germany,Basic,16,3,0,1.99,47
13/04/2023,April,2023,Germany,Basic,15,3,0,1.23,51
14/04/2023,April,2023,Germany,Basic,321,67,2,1.19,48
15/04/2023,April,2023,Germany,Basic,28,6,0,1.75,42
16/04/2023,April,2023,Germany,Basic,201,42,1,1.87,48
17/04/2023,April,2023,Germany,Basic,85,18,1,1.1,43
18/04/2023,April,2023,Germany,Basic,144,30,1,2.0,47
19/04/2023,April,2023,Germany,Basic,132,28,1,2.04,46
20/04/2023,April,2023,Germany,Basic,763,160,5,1.93,52
21/04/2023,April,2023,Germany,Basic,104,22,1,1.7,51
22/04/2023,April,2023,Germany,Basic,33,7,0,1.55,52
23/04/2023,April,2023,Germany,Basic,89,19,1,1.71,42
24/04/2023,April,2023,Germany,Basic,238,50,2,1.46,46
25/04/2023,April,2023,Germany,Basic,127,27,1,1.98,43
26/04/2023,April,2023,Germany,Basic,190,40,1,1.71,46
27/04/2023,April,2023,Germany,Basic,2,0,0,1.38,45
28/04/2023,April,2023,Germany,Basic,502,106,3,1.63,45
29/04/2023,April,2023,Germany,Basic,35,7,0,1.56,43
30/04/2023,April,2023,Germany,Basic,84,17,1,1.45,50
01/04/2023,April,2023,Germany,Pro,407,19,1,3.4,67
02/04/2023,April,2023,Germany,Pro,903,43,1,2.69,70
03/04/2023,April,2023,Germany,Pro,544,26,1,2.58,72
04/04/2023,April,2023,Germany,Pro,127,6,0,3.29,71
05/04/2023,April,2023,Germany,Pro,428,20,1,3.47,71
06/04/2023,April,2023,Germany,Pro,32,2,0,2.87,71
07/04/2023,April,2023,Germany,Pro,240,11,0,3.35,71
08/04/2023,April,2023,Germany,Pro,781,37,1,2.76,68
09/04/2023,April,2023,Germany,Pro,103,5,0,3.24,72
10/04/2023,April,2023,Germany,Pro,76,4,0,2.88,69
11/04/2023,April,2023,Germany,Pro,174,8,0,2.66,73
12/04/2023,April,2023,Germany,Pro,997,48,2,3.19,73
13/04/2023,April,2023,Germany,Pro,1970,94,3,3.18,73
14/04/2023,April,2023,Germany,Pro,595,28,1,2.96,69
15/04/2023,April,2023,Germany,Pro,284,14,0,2.55,73
16/04/2023,April,2023,Germany,Pro,177,8,0,2.48,68
17/04/2023,April,2023,Germany,Pro,741,35,1,2.58,72
18/04/2023,April,2023,Germany,Pro,225,11,0,2.63,71
19/04/2023,April,2023,Germany,Pro,826,39,1,3.03,74
20/04/2023,April,2023,Germany,Pro,131,6,0,3.33,72
21/04/2023,April,2023,Germany,Pro,1026,49,2,2.66,70
22/04/2023,April,2023,Germany,Pro,108,5,0,2.64,65
23/04/2023,April,2023,Germany,Pro,2173,104,3,3.14,66
24/04/2023,April,2023,Germany,Pro,444,21,1,2.61,73
25/04/2023,April,2023,Germany,Pro,183,9,0,2.72,70
26/04/2023,April,2023,Germany,Pro,1268,61,2,3.16,65
27/04/2023,April,2023,Germany,Pro,90,4,0,3.27,68
28/04/2023,April,2023,Germany,Pro,86,4,0,3.26,68
29/04/2023,April,2023,Germany,Pro,725,35,1,3.36,67
30/04/2023,April,2023,Germany,Pro,1042,51,5,2.54,65
01/04/2023,April,2023,Germany,Enterprise,1578,31,2,1.29,57
02/04/2023,April,2023,Germany,Enterprise,2101,42,3,1.09,53
03/04/2023,April,2023,Germany,Enterprise,1848,37,2,1.47,57
04/04/2023,April,2023,Germany,Enterprise,4203,84,5,1.13,58
05/04/2023,April,2023,Germany,Enterprise,433,9,1,1.05,48
06/04/2023,April,2023,Germany,Enterprise,1641,33,2,0.84,54
07/04/2023,April,2023,Germany,Enterprise,1582,32,2,1.03,50
08/04/2023,April,2023,Germany,Enterprise,353,7,0,1.1,51
09/04/2023,April,2023,Germany,Enterprise,287,6,0,1.21,56
10/04/2023,April,2023,Germany,Enterprise,117,2,0,1.17,48
11/04/2023,April,2023,Germany,Enterprise,1723,34,2,0.8,52
12/04/2023,April,2023,Germany,Enterprise,744,15,1,1.6,52
13/04/2023,April,2023,Germany,Enterprise,1666,33,2,1.34,52
14/04/2023,April,2023,Germany,Enterprise,263,5,0,1.64,58
15/04/2023,April,2023,Germany,Enterprise,158,3,0,1.57,50
16/04/2023,April,2023,Germany,Enterprise,1647,33,2,1.06,55
17/04/2023,April,2023,Germany,Enterprise,179,4,0,0.98,58
18/04/2023,April,2023,Germany,Enterprise,316,6,0,1.39,55
19/04/2023,April,2023,Germany,Enterprise,825,16,1,1.5,50
20/04/2023,April,2023,Germany,Enterprise,694,14,1,1.0,48
21/04/2023,April,2023,Germany,Enterprise,348,7,0,1.49,48
22/04/2023,April,2023,Germany,Enterprise,385,8,1,1.46,54
23/04/2023,April,2023,Germany,Enterprise,1228,24,2,0.91,48
24/04/2023,April,2023,Germany,Enterprise,2677,53,3,0.85,52
25/04/2023,April,2023,Germany,Enterprise,444,9,1,1.57,51
26/04/2023,April,2023,Germany,Enterprise,17,0,0,1.12,51
27/04/2023,April,2023,Germany,Enterprise,1836,37,2,1.2,54
28/04/2023,April,2023,Germany,Enterprise,274,5,0,1.61,49
29/04/2023,April,2023,Germany,Enterprise,3150,63,4,1.38,53
30/04/2023,April,2023,Germany,Enterprise,247,5,4,1.0,51
01/05/2023,May,2023,Spain,Basic,168,14,0,2.94,78
02/05/2023,May,2023,Spain,Basic,205,18,1,2.4,82
03/05/2023,May,2023,Spain,Basic,863,74,2,2.86,83
04/05/2023,May,2023,Spain,Basic,329,28,1,2.91,84
05/05/2023,May,2023,Spain,Basic,75,6,0,2.86,75
06/05/2023,May,2023,Spain,Basic,426,36,1,2.29,84
07/05/2023,May,2023,Spain,Basic,57,5,0,2.38,74
08/05/2023,May,2023,Spain,Basic,91,8,0,2.5,78
09/05/2023,May,2023,Spain,Basic,261,22,1,2.79,77
10/05/2023,May,2023,Spain,Basic,14,1,0,2.77,79
11/05/2023,May,2023,Spain,Basic,155,13,0,2.42,80
12/05/2023,May,2023,Spain,Basic,230,20,1,2.81,74
13/05/2023,May,2023,Spain,Basic,202,17,1,2.18,74
14/05/2023,May,2023,Spain,Basic,478,41,1,2.67,84
15/05/2023,May,2023,Spain,Basic,52,4,0,2.84,77
16/05/2023,May,2023,Spain,Basic,93,8,0,2.83,84
17/05/2023,May,2023,Spain,Basic,258,22,1,2.11,79
18/05/2023,May,2023,Spain,Basic,141,12,0,2.93,80
19/05/2023,May,2023,Spain,Basic,121,10,0,2.8,75
20/05/2023,May,2023,Spain,Basic,83,7,0,2.09,78
21/05/2023,May,2023,Spain,Basic,37,3,0,2.19,81
22/05/2023,May,2023,Spain,Basic,671,57,2,2.2,84
23/05/2023,May,2023,Spain,Basic,416,36,1,2.65,82
24/05/2023,May,2023,Spain,Basic,25,2,0,2.36,80
25/05/2023,May,2023,Spain,Basic,1127,97,3,2.28,80
26/05/2023,May,2023,Spain,Basic,843,72,2,2.15,75
27/05/2023,May,2023,Spain,Basic,1027,88,3,2.14,78
28/05/2023,May,2023,Spain,Basic,33,3,0,2.52,78
29/05/2023,May,2023,Spain,Basic,484,41,1,2.95,75
30/05/2023,May,2023,Spain,Basic,336,29,1,2.53,82
31/05/2023,May,2023,Spain,Basic,94,11,1,2.44,74
01/05/2023,May,2023,Spain,Pro,159,16,1,0.74,49
02/05/2023,May,2023,Spain,Pro,51,5,0,0.71,54
03/05/2023,May,2023,Spain,Pro,781,81,5,1.51,52
04/05/2023,May,2023,Spain,Pro,384,40,2,1.53,50
05/05/2023,May,2023,Spain,Pro,18,2,0,1.66,47
06/05/2023,May,2023,Spain,Pro,109,11,1,1.07,52
07/05/2023,May,2023,Spain,Pro,356,37,2,0.95,53
08/05/2023,May,2023,Spain,Pro,125,13,1,1.12,51
09/05/2023,May,2023,Spain,Pro,6,1,0,0.77,48
10/05/2023,May,2023,Spain,Pro,334,34,2,0.84,51
11/05/2023,May,2023,Spain,Pro,83,9,0,0.9,52
12/05/2023,May,2023,Spain,Pro,2,0,0,1.1,47
13/05/2023,May,2023,Spain,Pro,461,48,3,1.25,49
14/05/2023,May,2023,Spain,Pro,208,21,1,1.57,54
15/05/2023,May,2023,Spain,Pro,273,28,2,1.27,52
16/05/2023,May,2023,Spain,Pro,191,20,1,0.78,47
17/05/2023,May,2023,Spain,Pro,177,18,1,1.28,47
18/05/2023,May,2023,Spain,Pro,228,23,1,0.79,53
19/05/2023,May,2023,Spain,Pro,209,22,1,1.23,47
20/05/2023,May,2023,Spain,Pro,346,36,2,1.3,47
21/05/2023,May,2023,Spain,Pro,36,4,0,1.47,51
22/05/2023,May,2023,Spain,Pro,234,24,1,1.55,49
23/05/2023,May,2023,Spain,Pro,126,13,1,1.27,50
24/05/2023,May,2023,Spain,Pro,3,0,0,1.42,48
25/05/2023,May,2023,Spain,Pro,346,36,2,1.68,51
26/05/2023,May,2023,Spain,Pro,34,4,0,0.8,53
27/05/2023,May,2023,Spain,Pro,110,11,1,1.36,54
28/05/2023,May,2023,Spain,Pro,491,51,3,1.59,54
29/05/2023,May,2023,Spain,Pro,598,62,3,1.49,49
30/05/2023,May,2023,Spain,Pro,548,57,3,1.03,45
31/05/2023,May,2023,Spain,Pro,146,13,2,1.03,45
01/05/2023,May,2023,Spain,Enterprise,397,6,0,4.11,50
02/05/2023,May,2023,Spain,Enterprise,755,11,1,4.1,56
03/05/2023,May,2023,Spain,Enterprise,3336,49,2,4.65,58
04/05/2023,May,2023,Spain,Enterprise,2966,44,2,3.99,53
05/05/2023,May,2023,Spain,Enterprise,1104,16,1,4.45,51
06/05/2023,May,2023,Spain,Enterprise,2577,38,2,4.67,50
07/05/2023,May,2023,Spain,Enterprise,1790,26,1,3.88,52
08/05/2023,May,2023,Spain,Enterprise,3829,56,3,3.88,59
09/05/2023,May,2023,Spain,Enterprise,437,6,0,3.87,50
10/05/2023,May,2023,Spain,Enterprise,956,14,1,4.73,54
11/05/2023,May,2023,Spain,Enterprise,733,11,0,4.6,55
12/05/2023,May,2023,Spain,Enterprise,1991,29,1,4.56,51
13/05/2023,May,2023,Spain,Enterprise,1564,23,1,4.16,58
14/05/2023,May,2023,Spain,Enterprise,1506,22,1,4.4,51
15/05/2023,May,2023,Spain,Enterprise,964,14,1,4.25,52
16/05/2023,May,2023,Spain,Enterprise,832,12,1,4.48,57
17/05/2023,May,2023,Spain,Enterprise,360,5,0,4.18,57
18/05/2023,May,2023,Spain,Enterprise,467,7,0,4.19,52
19/05/2023,May,2023,Spain,Enterprise,25,0,0,4.39,53
20/05/2023,May,2023,Spain,Enterprise,1131,17,1,4.1,60
21/05/2023,May,2023,Spain,Enterprise,562,8,0,3.88,53
22/05/2023,May,2023,Spain,Enterprise,390,6,0,4.67,58
23/05/2023,May,2023,Spain,Enterprise,830,12,1,4.74,58
24/05/2023,May,2023,Spain,Enterprise,8,0,0,4.42,57
25/05/2023,May,2023,Spain,Enterprise,2172,32,1,4.27,59
26/05/2023,May,2023,Spain,Enterprise,319,5,0,4.43,57
27/05/2023,May,2023,Spain,Enterprise,771,11,1,4.05,54
28/05/2023,May,2023,Spain,Enterprise,1567,23,1,3.9,59
29/05/2023,May,2023,Spain,Enterprise,2620,39,2,4.5,55
30/05/2023,May,2023,Spain,Enterprise,2332,34,2,4.74,52
31/05/2023,May,2023,Spain,Enterprise,2770,44,1,4.24,53
01/05/2023,May,2023,USA,Basic,163,37,1,2.78,69
02/05/2023,May,2023,USA,Basic,79,18,0,3.08,70
03/05/2023,May,2023,USA,Basic,222,51,1,3.13,64
04/05/2023,May,2023,USA,Basic,12,3,0,3.27,69
05/05/2023,May,2023,USA,Basic,193,44,1,2.32,62
06/05/2023,May,2023,USA,Basic,161,37,1,2.32,71
07/05/2023,May,2023,USA,Basic,75,17,0,3.13,70
08/05/2023,May,2023,USA,Basic,355,81,1,2.51,67
09/05/2023,May,2023,USA,Basic,6,1,0,2.42,72
10/05/2023,May,2023,USA,Basic,138,32,1,2.4,63
11/05/2023,May,2023,USA,Basic,70,16,0,3.08,67
12/05/2023,May,2023,USA,Basic,303,69,1,2.74,68
13/05/2023,May,2023,USA,Basic,68,16,0,2.74,72
14/05/2023,May,2023,USA,Basic,456,104,2,2.46,63
15/05/2023,May,2023,USA,Basic,54,12,0,2.68,66
16/05/2023,May,2023,USA,Basic,252,58,1,3.22,67
17/05/2023,May,2023,USA,Basic,176,40,1,2.96,67
18/05/2023,May,2023,USA,Basic,28,6,0,2.67,69
19/05/2023,May,2023,USA,Basic,219,50,1,3.01,72
20/05/2023,May,2023,USA,Basic,197,45,1,3.24,62
21/05/2023,May,2023,USA,Basic,25,6,0,2.42,71
22/05/2023,May,2023,USA,Basic,107,24,0,2.39,69
23/05/2023,May,2023,USA,Basic,30,7,0,2.94,64
24/05/2023,May,2023,USA,Basic,83,19,0,3.12,68
25/05/2023,May,2023,USA,Basic,127,29,1,2.55,72
26/05/2023,May,2023,USA,Basic,323,74,1,3.12,67
27/05/2023,May,2023,USA,Basic,39,9,0,3.13,62
28/05/2023,May,2023,USA,Basic,178,41,1,2.65,65
29/05/2023,May,2023,USA,Basic,408,94,2,2.59,63
30/05/2023,May,2023,USA,Basic,26,6,0,2.75,62
31/05/2023,May,2023,USA,Basic,51,13,1,3.14,68
01/05/2023,May,2023,USA,Pro,340,22,1,2.62,56
02/05/2023,May,2023,USA,Pro,249,16,1,2.55,53
03/05/2023,May,2023,USA,Pro,1052,67,3,2.72,61
04/05/2023,May,2023,USA,Pro,305,19,1,3.14,52
05/05/2023,May,2023,USA,Pro,1244,80,3,2.53,56
06/05/2023,May,2023,USA,Pro,1259,80,3,2.46,58
07/05/2023,May,2023,USA,Pro,599,38,1,2.61,55
08/05/2023,May,2023,USA,Pro,263,17,1,2.94,62
09/05/2023,May,2023,USA,Pro,1677,107,4,3.28,61
10/05/2023,May,2023,USA,Pro,373,24,1,2.47,55
11/05/2023,May,2023,USA,Pro,2,0,0,2.95,59
12/05/2023,May,2023,USA,Pro,483,31,1,2.87,61
13/05/2023,May,2023,USA,Pro,0,0,0,2.63,60
14/05/2023,May,2023,USA,Pro,295,19,1,3.2,60
15/05/2023,May,2023,USA,Pro,208,13,0,3.31,60
16/05/2023,May,2023,USA,Pro,65,4,0,2.41,59
17/05/2023,May,2023,USA,Pro,158,10,0,2.42,53
18/05/2023,May,2023,USA,Pro,1209,77,3,3.21,61
19/05/2023,May,2023,USA,Pro,530,34,1,2.55,59
20/05/2023,May,2023,USA,Pro,128,8,0,2.5,55
21/05/2023,May,2023,USA,Pro,1276,82,3,3.29,56
22/05/2023,May,2023,USA,Pro,710,45,2,2.69,53
23/05/2023,May,2023,USA,Pro,468,30,1,2.82,57
24/05/2023,May,2023,USA,Pro,304,19,1,2.65,53
25/05/2023,May,2023,USA,Pro,1468,94,4,2.77,54
26/05/2023,May,2023,USA,Pro,329,21,1,2.38,56
27/05/2023,May,2023,USA,Pro,2,0,0,2.42,52
28/05/2023,May,2023,USA,Pro,874,56,2,2.78,57
29/05/2023,May,2023,USA,Pro,1390,89,3,2.83,61
30/05/2023,May,2023,USA,Pro,146,9,0,3.21,58
31/05/2023,May,2023,USA,Pro,74,6,0,2.69,53
01/05/2023,May,2023,USA,Enterprise,594,12,1,0.8,45
02/05/2023,May,2023,USA,Enterprise,325,6,0,0.91,40
03/05/2023,May,2023,USA,Enterprise,1691,33,2,1.06,43
04/05/2023,May,2023,USA,Enterprise,3202,63,4,1.49,37
05/05/2023,May,2023,USA,Enterprise,2025,40,2,0.82,43
06/05/2023,May,2023,USA,Enterprise,350,7,0,0.76,42
07/05/2023,May,2023,USA,Enterprise,4593,91,5,1.38,37
08/05/2023,May,2023,USA,Enterprise,368,7,0,0.77,42
09/05/2023,May,2023,USA,Enterprise,1176,23,1,1.35,42
10/05/2023,May,2023,USA,Enterprise,2010,40,2,1.46,46
11/05/2023,May,2023,USA,Enterprise,156,3,0,0.85,44
12/05/2023,May,2023,USA,Enterprise,195,4,0,1.42,45
13/05/2023,May,2023,USA,Enterprise,3559,70,4,1.58,38
14/05/2023,May,2023,USA,Enterprise,766,15,1,1.25,41
15/05/2023,May,2023,USA,Enterprise,1031,20,1,1.53,38
16/05/2023,May,2023,USA,Enterprise,812,16,1,0.71,43
17/05/2023,May,2023,USA,Enterprise,715,14,1,0.89,37
18/05/2023,May,2023,USA,Enterprise,208,4,0,1.24,38
19/05/2023,May,2023,USA,Enterprise,365,7,0,1.52,42
20/05/2023,May,2023,USA,Enterprise,3592,71,4,0.91,44
21/05/2023,May,2023,USA,Enterprise,1329,26,1,1.09,43
22/05/2023,May,2023,USA,Enterprise,215,4,0,1.26,46
23/05/2023,May,2023,USA,Enterprise,1090,21,1,0.76,45
24/05/2023,May,2023,USA,Enterprise,1224,24,1,1.24,38
25/05/2023,May,2023,USA,Enterprise,408,8,0,1.0,44
26/05/2023,May,2023,USA,Enterprise,2803,55,3,0.71,38
27/05/2023,May,2023,USA,Enterprise,1026,20,1,1.06,39
28/05/2023,May,2023,USA,Enterprise,977,19,1,1.57,40
29/05/2023,May,2023,USA,Enterprise,1271,25,1,1.37,41
30/05/2023,May,2023,USA,Enterprise,1868,37,2,0.78,44
31/05/2023,May,2023,USA,Enterprise,1977,42,7,0.6,47
01/05/2023,May,2023,Germany,Basic,1683,123,5,3.24,39
02/05/2023,May,2023,Germany,Basic,682,50,2,3.07,38
03/05/2023,May,2023,Germany,Basic,86,6,0,2.92,42
04/05/2023,May,2023,Germany,Basic,111,8,0,3.29,35
05/05/2023,May,2023,Germany,Basic,444,32,1,3.57,45
06/05/2023,May,2023,Germany,Basic,606,44,2,3.45,45
07/05/2023,May,2023,Germany,Basic,463,34,1,3.58,38
08/05/2023,May,2023,Germany,Basic,624,45,2,3.51,41
09/05/2023,May,2023,Germany,Basic,541,39,2,3.49,39
10/05/2023,May,2023,Germany,Basic,282,21,1,2.9,43
11/05/2023,May,2023,Germany,Basic,32,2,0,3.5,43
12/05/2023,May,2023,Germany,Basic,29,2,0,3.31,41
13/05/2023,May,2023,Germany,Basic,513,37,2,3.27,36
14/05/2023,May,2023,Germany,Basic,533,39,2,3.41,41
15/05/2023,May,2023,Germany,Basic,220,16,1,3.25,40
16/05/2023,May,2023,Germany,Basic,227,17,1,2.89,45
17/05/2023,May,2023,Germany,Basic,1653,120,5,3.03,44
